id_ts,id_person,type_ts,brand,model,release_year,register_number,color
409,519,мотоцикл,Harley-Davidson,UZ63,2015,8747283373,желтый
410,1828,грузовой автомобиль,MAZ,PB64,1982,751010079349,синий
411,1664,грузовой автомобиль,БелАз,PF71,1985,9941592916,фиолетовый
412,1119,грузовой автомобиль,Тонор,WX85,1998,10937786917,желтый
413,1055,легковой автомобиль,Jeep,KS85,2007,8376714605,голубый
414,1002,автобус,ГАЗ,RB21,1996,0644771588,желтый
415,794,трамвай,Метровагонмаш,SM65,2002,6885502957,фиолетовый
416,435,гужевой транспорт,Олени,NULL,NULL,NULL,NULL
417,119,трамвай,Уралтрансмаш,QZ35,2017,15336343109,красный
418,1535,гужевой транспорт,Мулы,NULL,NULL,NULL,NULL
419,398,легковой автомобиль,Opel,OD32,1999,42085109057,синий
420,764,грузовой автомобиль,MAN,RR32,2020,69462323610,белый
421,1563,гужевой транспорт,Волы,NULL,NULL,NULL,NULL
422,1158,велосипед,Scott,OE56,1980,NULL,фиолетовый
423,1167,мотоцикл,Hero,RJ76,1983,62054572107,золотой
424,38,легковой автомобиль,Lada,SQ98,1984,21008675791,оранжевый
425,1741,автобус,РАФ,EY60,2011,1908541902,розовый
426,307,мотоцикл,Irbis,SD102,1988,7876152792,коричневый
427,104,автобус,РАФ,VW43,2002,58108785711,серебристый
428,788,велосипед,Stern,BC108,1988,NULL,зеленый
429,1949,грузовой автомобиль,MAN,BY10,2009,110108420224,фиолетовый
430,820,легковой автомобиль,Ford,YC80,1994,4904549593,красный
431,589,легковой автомобиль,Volvo,OF103,1997,1661053685,зеленый
432,399,мотоцикл,BMW,BD39,2009,25960921001,синий
433,636,поезд,Рузхиммаш,GE19,1987,19220541036,голубый
434,223,троллейбус,ГАЗ,JP15,2005,7919178450,желтый
435,1071,велосипед,Stern,PZ63,1980,NULL,голубый
436,831,троллейбус,ЛАЗ,ST610,2017,105514104067,желтый
437,1779,автобус,ЗИЛ,OX74,2003,1291959337,синий
438,1538,автобус,ЛАЗ,QG20,2006,80347141097,белый
439,1601,легковой автомобиль,Skoda,TU24,1997,101009564934,синий
440,390,трамвай,Рузхиммаш,PE010,1998,10107904074,золотой
441,1919,грузовой автомобиль,Тонор,JG67,1989,0914669587,золотой
442,298,гужевой транспорт,Собаки,NULL,NULL,NULL,NULL
443,634,троллейбус,ЗИЛ,YB54,1984,71075479272,желтый
444,836,грузовой автомобиль,MAZ,GW63,2019,91086664700,коричневый
445,650,гужевой транспорт,Волы,NULL,NULL,NULL,NULL
446,1652,грузовой автомобиль,MAZ,JW32,1983,1413150813,зеленый
447,1270,легковой автомобиль,Haval,DN34,1981,7085098896,желтый
448,1242,поезд,Новокузнецкий ВСЗ,QN81,1999,70938110029,оранжевый
449,214,легковой автомобиль,Haval,BE70,1995,2447747738,фиолетовый
450,920,автобус,ЛАЗ,RQ1010,2010,7258042283,фиолетовый
451,1772,автобус,ЛАЗ,UR23,1996,6545380192,золотой
452,1452,мотоцикл,Hero,GO107,2001,95591810119,розовый
453,815,автобус,ГАЗ,HY12,1988,4507952716,черный
454,1887,велосипед,Maxiscoo,BP710,2006,NULL,коричневый
455,1808,поезд,Метровагонмаш,UE19,2014,81027760014,фиолетовый
456,119,троллейбус,ЗИЛ,DQ28,1981,3235208727,красный
457,1518,легковой автомобиль,Ford,ZX14,2013,757101013619,белый
458,128,гужевой транспорт,Овцы,NULL,NULL,NULL,NULL
459,1537,троллейбус,РАФ,RM78,1994,23203709100,белый
460,181,грузовой автомобиль,KAMAZ,CB107,2020,88128481006,красный
461,1124,велосипед,KHE,PS76,1990,NULL,белый
462,692,легковой автомобиль,Tayota,BK410,1981,151089710694,розовый
463,1855,трамвай,Метровагонмаш,YP77,1998,19551082492,коричневый
464,1360,автобус,РАФ,WW13,1987,010787109837,синий
465,1600,автобус,ЗИЛ,JC104,2016,21713310315,красный
466,755,легковой автомобиль,Lexus,RO89,2005,53676103049,синий
467,881,велосипед,Eltreco,VR85,1991,NULL,золотой
468,267,трамвай,Уралтрансмаш,DL17,1991,72416510834,розовый
469,206,грузовой автомобиль,Foton,WA38,1980,2834559155,красный
470,1949,троллейбус,ЗИЛ,VJ67,2008,301103231069,фиолетовый
471,748,велосипед,Maxiscoo,FD106,1985,NULL,серебристый
472,1519,грузовой автомобиль,KAMAZ,IF70,1988,6044790323,зеленый
473,48,грузовой автомобиль,БелАз,EK39,2020,40827201000,коричневый
474,1442,легковой автомобиль,Kamaz,KE010,1987,9518910224,синий
475,800,грузовой автомобиль,Тонор,MW24,1990,92551901019,фиолетовый
476,1870,грузовой автомобиль,БелАз,FQ15,2014,1886093405,оранжевый
477,567,трамвай,Рузхиммаш,DR34,1998,3142266089,синий
478,1614,автобус,ЛАЗ,BQ65,2020,5647962585,красный
479,1825,легковой автомобиль,Porsche,DD78,2017,1590090002,зеленый
480,1983,грузовой автомобиль,Foton,CJ47,1997,1069711086010,черный
481,662,трамвай,Коломенский завод,PI44,2002,9075459445,фиолетовый
482,198,автобус,ЗИЛ,RD100,2006,79991059327,желтый
483,412,троллейбус,ГАЗ,CC33,1981,05970310589,серебристый
484,361,автобус,ЛАЗ,HH25,2015,01854979410,голубый
485,1173,трамвай,Уралтрансмаш,BE13,1999,1477761273,зеленый
486,1715,поезд,Рузхиммаш,RZ49,2011,49470481095,розовый
487,422,грузовой автомобиль,БелАз,PB69,1992,33114110682,серебристый
488,719,мотоцикл,Irbis,HJ44,2002,871071661084,розовый
489,1008,поезд,Коломенский завод,CD77,1996,7949025463,красный
490,647,троллейбус,ГАЗ,GQ46,1981,6849102100010,оранжевый
491,1149,поезд,Рузхиммаш,MS15,2002,54910390289,черный
492,1935,легковой автомобиль,Tesla,FK06,1981,3910571071075,коричневый
493,346,поезд,Коломенский завод,DE104,1995,07410501180,голубый
494,887,поезд,Новокузнецкий ВСЗ,RJ28,1987,83410910949,зеленый
495,1627,мотоцикл,Triumph,IJ109,2012,6026989016,зеленый
496,191,поезд,Рузхиммаш,FK46,1992,1384077901,розовый
497,7,гужевой транспорт,Овцы,NULL,NULL,NULL,NULL
498,1935,легковой автомобиль,Renault,EZ81,2018,10551010760,серебристый
499,24,грузовой автомобиль,Тонор,UX45,2016,70640306710,красный
500,660,гужевой транспорт,Собаки,NULL,NULL,NULL,NULL
501,1146,мотоцикл,Ducati,PE20,1986,8816268093,коричневый
502,1195,легковой автомобиль,BMW,VW32,1988,1938942356,коричневый
503,1720,гужевой транспорт,Мулы,NULL,NULL,NULL,NULL
504,219,гужевой транспорт,Олени,NULL,NULL,NULL,NULL
505,1155,велосипед,Trek,TJ210,1982,NULL,красный
506,1125,грузовой автомобиль,Foton,RI95,1983,10517551665,синий
507,1338,мотоцикл,Kawasaki,XF88,2013,2553189543,красный
508,1590,мотоцикл,BMW,QK59,2014,310664610944,желтый
509,342,поезд,Новокузнецкий ВСЗ,RH010,2001,6878703617,коричневый
510,548,мотоцикл,Suzuki,YT33,1981,60941910613,красный
511,1179,легковой автомобиль,Kamaz,UY72,1991,181047477110,черный
512,1543,легковой автомобиль,Bentley,CO35,2018,6872730670,коричневый
513,1814,мотоцикл,Ducati,KN103,1998,421833831010,розовый
514,751,грузовой автомобиль,MAN,YB66,2006,10530334924,желтый
515,633,автобус,РАФ,KH91,2009,010531028451,розовый
516,1042,гужевой транспорт,Овцы,NULL,NULL,NULL,NULL
517,325,троллейбус,ГАЗ,YL56,1983,102510358743,розовый
518,713,гужевой транспорт,Собаки,NULL,NULL,NULL,NULL
519,1843,троллейбус,РАФ,YS910,2012,45741073165,красный
520,948,грузовой автомобиль,MAN,FW45,2005,727472100107,белый
521,249,поезд,Коломенский завод,DT75,2013,010105605849,розовый
522,1176,велосипед,Trek,HE74,2004,NULL,оранжевый
523,244,гужевой транспорт,Мулы,NULL,NULL,NULL,NULL
524,792,автобус,ЗИЛ,TX84,1986,46105109133,белый
525,1671,автобус,ЗИЛ,VR27,2011,818701071098,серебристый
526,1052,грузовой автомобиль,Тонор,CL98,1995,3149010370,серебристый
527,1654,поезд,Коломенский завод,IX87,1999,876104891024,зеленый
528,1315,трамвай,Новокузнецкий ВСЗ,KD38,1991,80346291076,фиолетовый
529,1306,мотоцикл,BMW,TP36,1999,22210518168,черный
530,1885,велосипед,KHE,DL110,2011,NULL,оранжевый
531,977,поезд,Новокузнецкий ВСЗ,DM87,1981,06046100034,синий
532,1232,троллейбус,ЗИЛ,YS36,2000,03184424310,красный
533,661,мотоцикл,Honda,FN35,2013,3227640030,желтый
534,1419,легковой автомобиль,Haval,XQ66,1998,89252831048,желтый
535,1055,грузовой автомобиль,БелАз,JU010,2002,1080999106105,коричневый
536,1249,поезд,Новокузнецкий ВСЗ,UP17,2019,970351076102,оранжевый
537,502,велосипед,Polisport,DJ910,2019,NULL,красный
538,1500,поезд,Рузхиммаш,YH89,1986,7238184854,золотой
539,1926,велосипед,KHE,IE61,2020,NULL,красный
540,337,трамвай,Метровагонмаш,RD33,2000,105100065424,розовый
541,1377,троллейбус,ЛАЗ,EI16,1999,310996610640,розовый
542,1190,поезд,Новокузнецкий ВСЗ,UO73,2013,74819105217,фиолетовый
543,677,мотоцикл,Honda,OY13,2013,0026390878,синий
544,121,автобус,ЗИЛ,BH24,2015,92431053428,серебристый
545,559,мотоцикл,Kawasaki,XK1010,1990,3767439101,розовый
546,379,трамвай,Метровагонмаш,JP51,1998,30100680435,серебристый
547,753,гужевой транспорт,Волы,NULL,NULL,NULL,NULL
548,532,троллейбус,ЗИЛ,JN16,1981,10420173019,синий
549,1159,троллейбус,ЛАЗ,BO74,1983,41073472101,голубый
550,1993,велосипед,Trek,QY68,2010,NULL,красный
551,1224,автобус,ГАЗ,YN83,2016,60195493100,розовый
552,553,велосипед,Scott,IQ810,1989,NULL,розовый
553,1858,гужевой транспорт,Мулы,NULL,NULL,NULL,NULL
554,828,мотоцикл,Hero,RV03,2000,41018309948,серебристый
555,1783,мотоцикл,Kawasaki,WY107,1984,9993012898,голубый
556,1831,велосипед,Stern,GW87,1989,NULL,коричневый
557,993,поезд,Рузхиммаш,PV80,2019,49063922010,синий
558,96,троллейбус,ЗИЛ,LT42,2017,41936841109,золотой
559,696,грузовой автомобиль,Foton,AF42,2000,8676505801,фиолетовый
560,185,мотоцикл,Yamaha,UO88,1994,67831027308,синий
561,821,поезд,Новокузнецкий ВСЗ,JW100,1983,8147566314,красный
562,545,трамвай,Метровагонмаш,GL010,2019,3038280552,оранжевый
563,853,грузовой автомобиль,MAZ,ED15,1993,83491610100,черный
564,1463,гужевой транспорт,Ослы,NULL,NULL,NULL,NULL
565,1472,троллейбус,ГАЗ,NJ710,1990,1019521031094,белый
566,259,трамвай,Метровагонмаш,BH31,1982,24010057653,синий
567,1240,легковой автомобиль,Kamaz,SS61,2009,4038346868,коричневый
568,918,поезд,Коломенский завод,NZ11,2008,2570167866,белый
569,1236,гужевой транспорт,Мулы,NULL,NULL,NULL,NULL
570,154,грузовой автомобиль,Тонор,CF79,1984,3532735676,фиолетовый
571,1543,мотоцикл,Ducati,LM810,1980,17369761011,розовый
572,632,велосипед,Maxiscoo,ML43,1988,NULL,зеленый
573,170,гужевой транспорт,Ослы,NULL,NULL,NULL,NULL
574,740,велосипед,Maxiscoo,PI87,1996,NULL,оранжевый
575,1682,автобус,ЗИЛ,BM36,1987,57519631059,голубый
576,421,автобус,ЛАЗ,HR49,1982,9410210106541,красный
577,1538,грузовой автомобиль,MAN,OA16,2009,0008339213,красный
578,572,гужевой транспорт,Волы,NULL,NULL,NULL,NULL
579,876,велосипед,Scott,FD710,1986,NULL,коричневый
580,768,поезд,Новокузнецкий ВСЗ,EM110,1986,32376410249,синий
581,19,троллейбус,ЛАЗ,ZN610,1998,50977681008,желтый
582,1082,велосипед,Stern,FI93,2017,NULL,розовый
583,268,трамвай,Коломенский завод,TD89,1994,10900548869,фиолетовый
584,1558,троллейбус,ЗИЛ,LX96,2002,1115335236,красный
585,894,гужевой транспорт,Собаки,NULL,NULL,NULL,NULL
586,384,велосипед,Scott,AU64,2007,NULL,серебристый
587,1043,поезд,Метровагонмаш,TL63,1989,0215350132,черный
588,1953,гужевой транспорт,Олени,NULL,NULL,NULL,NULL
589,978,велосипед,Eltreco,MM81,2012,NULL,белый
590,548,легковой автомобиль,Volvo,BI99,2018,471083210258,зеленый
591,942,автобус,ЛАЗ,MA27,2010,80715101002,золотой
592,998,велосипед,Maxiscoo,KW51,2020,NULL,коричневый
593,346,троллейбус,ЛАЗ,MY73,2018,6546398009,фиолетовый
594,901,легковой автомобиль,Suzuki,PA106,2019,684101105533,серебристый
595,15,грузовой автомобиль,MAZ,ZG104,2018,4255257699,голубый
596,1584,велосипед,Scott,AI10,1983,NULL,черный
597,1390,гужевой транспорт,Волы,NULL,NULL,NULL,NULL
598,1109,легковой автомобиль,Kamaz,SL00,1985,811096102962,оранжевый
599,131,поезд,Коломенский завод,WJ105,1985,10092356470,серебристый
600,1493,троллейбус,ЗИЛ,LN105,2005,0966658795,белый
601,1540,легковой автомобиль,Renault,TO95,1988,84796810300,розовый
602,704,велосипед,Scott,PG45,2012,NULL,серебристый
603,330,трамвай,Уралтрансмаш,UC73,2020,5287260806,красный
604,583,гужевой транспорт,Ослы,NULL,NULL,NULL,NULL
605,1621,велосипед,Maxiscoo,OL63,2007,NULL,фиолетовый
606,1689,автобус,РАФ,GP80,1990,71036153330,оранжевый
607,1745,мотоцикл,Hero,FN42,1994,87040584010,золотой
608,1566,грузовой автомобиль,KAMAZ,FG32,1989,5882560662,серебристый
609,224,автобус,РАФ,KH210,1990,26256710720,синий
610,526,грузовой автомобиль,Тонор,HA810,1998,13109277919,серебристый
611,815,мотоцикл,Honda,GF23,1994,82594846102,коричневый
612,863,гужевой транспорт,Волы,NULL,NULL,NULL,NULL
613,1120,поезд,Рузхиммаш,OT28,2001,00524114106,оранжевый
614,1737,гужевой транспорт,Волы,NULL,NULL,NULL,NULL
615,579,легковой автомобиль,Honda,FQ65,2009,41012706194,оранжевый
616,1376,поезд,Уралтрансмаш,FI510,1998,0101010899357,черный
617,1132,велосипед,Eltreco,BZ82,1982,NULL,желтый
618,1540,автобус,ЛАЗ,GY22,1998,5604893366,красный
619,657,поезд,Коломенский завод,CW74,2009,37838610516,желтый
620,801,велосипед,KHE,DW94,2011,NULL,серебристый
621,1521,грузовой автомобиль,MAZ,JN71,1984,310783771034,розовый
622,494,мотоцикл,BMW,HM94,1985,10540746284,желтый
623,1064,грузовой автомобиль,БелАз,RU57,2002,0101028371070,красный
624,1099,гужевой транспорт,Мулы,NULL,NULL,NULL,NULL
625,372,легковой автомобиль,Audi,IM66,1998,7854095088,желтый
626,1023,мотоцикл,Harley-Davidson,EJ65,1993,570679104410,красный
627,606,поезд,Рузхиммаш,OW59,2020,421059210913,синий
628,1182,трамвай,Метровагонмаш,LW06,2006,46977689104,коричневый
629,1066,велосипед,Stern,FY94,2012,NULL,коричневый
630,1391,гужевой транспорт,Волы,NULL,NULL,NULL,NULL
631,1532,поезд,Коломенский завод,DD37,2020,64785398010,розовый
632,52,поезд,Уралтрансмаш,BN01,1997,21538414010,коричневый
633,420,легковой автомобиль,Aston Martin,II810,2011,0530422861,красный
634,1865,поезд,Метровагонмаш,TT00,2004,9637969256,желтый
635,157,поезд,Новокузнецкий ВСЗ,TW99,2008,104774910252,золотой
636,947,трамвай,Новокузнецкий ВСЗ,DY010,1980,3460811440,желтый
637,1770,велосипед,Stern,PC61,1988,NULL,красный
638,329,легковой автомобиль,Peugeot,SM102,2018,6777825334,красный
639,608,поезд,Уралтрансмаш,AR67,2011,9387659166,серебристый
640,721,грузовой автомобиль,MAZ,BL83,1999,3420108101022,красный
641,784,гужевой транспорт,Собаки,NULL,NULL,NULL,NULL
642,549,троллейбус,ГАЗ,LW710,2019,10202949428,серебристый
643,427,гужевой транспорт,Волы,NULL,NULL,NULL,NULL
644,1593,грузовой автомобиль,MAZ,ZW78,2003,6468924121,золотой
645,946,гужевой транспорт,Олени,NULL,NULL,NULL,NULL
646,516,троллейбус,ГАЗ,XX37,2015,60065851035,голубый
647,860,трамвай,Новокузнецкий ВСЗ,DR64,2017,151090410656,розовый
648,1382,трамвай,Новокузнецкий ВСЗ,NI72,2014,7902925897,белый
649,333,мотоцикл,Ducati,NP08,2003,8611105233,розовый
650,420,автобус,ГАЗ,IY30,2002,93102058329,зеленый
651,116,грузовой автомобиль,БелАз,XP47,1991,1665131111,коричневый
652,939,грузовой автомобиль,KAMAZ,YL00,1992,97102162925,белый
653,1522,трамвай,Новокузнецкий ВСЗ,RE02,2013,3083340791,голубый
654,840,велосипед,Polisport,JY47,2009,NULL,синий
655,1010,автобус,ЗИЛ,QM22,1999,10412351339,голубый
656,931,автобус,ЛАЗ,CJ21,1989,0438584947,синий
657,1712,троллейбус,ЛАЗ,HM55,1980,9399221003,золотой
658,1477,трамвай,Уралтрансмаш,UO13,2013,64471211039,серебристый
659,1864,трамвай,Коломенский завод,NU81,2002,05541042701,белый
660,480,легковой автомобиль,Skoda,MW63,2006,24670210772,серебристый
661,669,грузовой автомобиль,Foton,WI44,2013,77922341109,серебристый
662,1595,мотоцикл,Ducati,PV71,1994,765010105082,черный
663,696,велосипед,Stern,HX08,1998,NULL,желтый
664,1369,велосипед,Eltreco,QS32,1984,NULL,белый
665,116,гужевой транспорт,Овцы,NULL,NULL,NULL,NULL
666,279,грузовой автомобиль,MAN,YV103,1996,1071717035,черный
667,1462,трамвай,Уралтрансмаш,VR70,1988,5916033279,коричневый
668,1917,троллейбус,РАФ,BU90,2009,8518493056,белый
669,1588,легковой автомобиль,Lamborghini,ZS69,1996,9740513871,красный
670,1641,мотоцикл,Triumph,EN06,2015,3497070697,оранжевый
671,606,легковой автомобиль,Citroen,IT63,1988,9454965069,золотой
672,126,троллейбус,РАФ,PL1010,2019,0070507179,оранжевый
673,1452,гужевой транспорт,Собаки,NULL,NULL,NULL,NULL
674,657,гужевой транспорт,Олени,NULL,NULL,NULL,NULL
675,1455,автобус,ЗИЛ,UG94,1983,69100166932,черный
676,1222,поезд,Метровагонмаш,HS40,2018,509510481105,желтый
677,298,мотоцикл,BMW,RU100,1986,31810120793,розовый
678,1417,мотоцикл,Ducati,VD610,1999,8623628489,оранжевый
679,339,легковой автомобиль,Suzuki,SE66,2008,6010101080055,зеленый
680,985,велосипед,Eltreco,FQ00,2003,NULL,серебристый
681,1026,легковой автомобиль,Volvo,YL47,2002,450072101078,желтый
682,1239,гужевой транспорт,Собаки,NULL,NULL,NULL,NULL
683,840,автобус,ЗИЛ,IF29,1990,50104801722,розовый
684,451,поезд,Новокузнецкий ВСЗ,EW77,2006,44102379500,белый
685,1982,мотоцикл,Kawasaki,CM04,2003,42481833610,оранжевый
686,685,легковой автомобиль,Hyundai,BZ50,2011,91375134910,белый
687,169,троллейбус,РАФ,HD24,2011,100931020540,золотой
688,1106,мотоцикл,Harley-Davidson,KG59,2019,9154448250,голубый
689,1369,мотоцикл,BMW,RZ33,1999,68500454109,фиолетовый
690,1666,трамвай,Уралтрансмаш,QL41,1999,3260101043106,золотой
691,1910,трамвай,Новокузнецкий ВСЗ,AB94,1991,104772010708,серебристый
692,1378,велосипед,Maxiscoo,KN63,1993,NULL,золотой
693,471,троллейбус,ЗИЛ,FE56,2016,21082281058,голубый
694,1995,гужевой транспорт,Собаки,NULL,NULL,NULL,NULL
695,28,гужевой транспорт,Волы,NULL,NULL,NULL,NULL
696,1769,грузовой автомобиль,Тонор,XO14,1999,1640670270,оранжевый
697,711,поезд,Уралтрансмаш,VV88,1986,9770914315,голубый
698,744,легковой автомобиль,Jaguar,AO65,2006,77146823810,розовый
699,1347,троллейбус,ЛАЗ,TL76,1997,0607702047,розовый
700,621,трамвай,Новокузнецкий ВСЗ,TX108,2018,97586101252,золотой
701,877,легковой автомобиль,Mercedes-Benz,YU510,2000,2659751310,красный
702,1518,легковой автомобиль,Mercedes-Benz,HD99,2009,65161840610,белый
703,1850,грузовой автомобиль,MAZ,VH22,2006,758109610032,красный
704,137,велосипед,Scott,HA66,2009,NULL,черный
705,899,легковой автомобиль,BMW,VJ910,1982,24773301073,серебристый
706,300,мотоцикл,Ducati,KB19,1991,7813930526,фиолетовый
707,231,гужевой транспорт,Овцы,NULL,NULL,NULL,NULL
708,464,велосипед,Maxiscoo,QH53,2020,NULL,зеленый
709,946,грузовой автомобиль,БелАз,BG63,2003,72690103827,желтый
710,940,трамвай,Уралтрансмаш,AN109,2019,010263110564,фиолетовый
711,422,мотоцикл,Harley-Davidson,FN85,1991,8668004294,коричневый
712,741,гужевой транспорт,Овцы,NULL,NULL,NULL,NULL
713,1954,мотоцикл,Kawasaki,ZS41,1993,10894604453,белый
714,58,велосипед,Maxiscoo,NN1010,2001,NULL,зеленый
715,1332,троллейбус,ГАЗ,PX84,1991,10955507366,белый
716,832,легковой автомобиль,Tesla,VU44,2008,2660497240,коричневый
717,1419,автобус,РАФ,CE73,1998,8690785204,белый
718,1814,троллейбус,ЛАЗ,PH98,1985,530847101004,голубый
719,1626,велосипед,Trek,MB66,1983,NULL,коричневый
720,230,гужевой транспорт,Олени,NULL,NULL,NULL,NULL
721,1776,велосипед,Trek,TK90,2003,NULL,синий
722,1795,мотоцикл,Suzuki,JV104,1995,6785569710,серебристый
723,571,грузовой автомобиль,Foton,FA66,2013,1471627667,желтый
724,767,мотоцикл,Yamaha,MF01,2000,09924102167,фиолетовый
725,1298,трамвай,Метровагонмаш,FH98,1983,39985107560,зеленый
726,441,мотоцикл,Irbis,XZ31,2007,8076338811,зеленый
727,719,гужевой транспорт,Ослы,NULL,NULL,NULL,NULL
728,1092,автобус,ЗИЛ,KF71,2011,10571340446,золотой
729,441,поезд,Рузхиммаш,QZ28,2020,71002995551,коричневый
730,544,грузовой автомобиль,Foton,BC73,1989,92769101146,коричневый
731,1367,мотоцикл,Suzuki,SN61,1980,6368727086,зеленый
732,909,троллейбус,ГАЗ,JH31,2005,00103860587,желтый
733,1023,троллейбус,ЗИЛ,XQ109,1989,73081036015,серебристый
734,19,автобус,ЗИЛ,XE50,2002,1583908868,красный
735,1774,грузовой автомобиль,KAMAZ,IQ107,1989,11160411049,серебристый
736,1720,троллейбус,РАФ,UM42,1985,6891197133,зеленый
737,664,автобус,ЗИЛ,QW59,1993,90895105881,зеленый
738,958,мотоцикл,Suzuki,BY69,2016,6071789980,серебристый
739,429,гужевой транспорт,Ослы,NULL,NULL,NULL,NULL
740,499,поезд,Рузхиммаш,TO710,2007,626710554610,золотой
741,1734,гужевой транспорт,Мулы,NULL,NULL,NULL,NULL
742,450,велосипед,Scott,PB1010,1987,NULL,белый
743,1238,автобус,РАФ,HG14,2008,68243701063,голубый
744,706,легковой автомобиль,Haval,YO26,1984,30410019474,зеленый
745,1754,трамвай,Рузхиммаш,NM02,1989,1090102810150,красный
746,1264,гужевой транспорт,Мулы,NULL,NULL,NULL,NULL
747,533,трамвай,Рузхиммаш,EY88,1995,1521725591,коричневый
748,853,грузовой автомобиль,MAZ,XC104,1991,510854376105,черный
749,1306,гужевой транспорт,Мулы,NULL,NULL,NULL,NULL
750,1264,гужевой транспорт,Собаки,NULL,NULL,NULL,NULL
751,175,грузовой автомобиль,MAZ,PS36,1999,5719193831,синий
752,463,поезд,Новокузнецкий ВСЗ,DF75,1987,69030431106,зеленый
753,1703,легковой автомобиль,Volvo,XV910,2012,184910103104,фиолетовый
754,1085,поезд,Рузхиммаш,IV79,1982,2647649252,оранжевый
755,1252,грузовой автомобиль,MAN,LU102,2013,1842183215,красный
756,1959,троллейбус,ЛАЗ,EA54,2011,010358361047,золотой
757,1089,автобус,ЗИЛ,CB42,2004,91006961814,серебристый
758,268,трамвай,Уралтрансмаш,WL98,2006,81101938093,коричневый
759,635,трамвай,Рузхиммаш,EQ87,2013,63601721032,оранжевый
760,1537,гужевой транспорт,Овцы,NULL,NULL,NULL,NULL
761,1689,трамвай,Рузхиммаш,EX57,1983,10884030833,розовый
762,1113,поезд,Метровагонмаш,LA59,1983,3648772688,серебристый
763,796,троллейбус,ЛАЗ,KY210,1996,108610681024,золотой
764,59,велосипед,Eltreco,TB63,2001,NULL,коричневый
765,803,велосипед,Polisport,CN010,2018,NULL,розовый
766,902,мотоцикл,BMW,UA16,1992,50048151038,оранжевый
767,1368,велосипед,Eltreco,HL88,1997,NULL,голубый
768,179,велосипед,Polisport,HK17,2010,NULL,розовый
769,800,мотоцикл,Irbis,YC106,1992,2615771468,розовый
770,579,поезд,Коломенский завод,YM44,2020,2969182813,золотой
771,294,автобус,ГАЗ,RH38,2000,61042782600,фиолетовый
772,1879,легковой автомобиль,Skoda,BD76,1996,2741010810884,голубый
773,1536,велосипед,Polisport,WL34,1992,NULL,розовый
774,65,мотоцикл,Honda,CG52,1993,80812341092,оранжевый
775,1605,грузовой автомобиль,MAN,UL710,1994,5290439717,зеленый
776,1405,велосипед,Scott,SW44,1991,NULL,золотой
777,869,трамвай,Новокузнецкий ВСЗ,XB74,1989,11536106567,желтый
778,759,поезд,Метровагонмаш,NG06,2016,110538721034,красный
779,44,грузовой автомобиль,MAZ,FQ310,2018,10731314117,коричневый
780,1564,велосипед,KHE,RO55,1982,NULL,розовый
781,299,мотоцикл,Hero,GH18,1998,81801009818,голубый
782,1891,легковой автомобиль,Peugeot,PK37,1996,1051021092519,зеленый
783,1485,троллейбус,ЛАЗ,RM86,1996,98104502335,голубый
784,423,велосипед,Maxiscoo,HV110,2008,NULL,черный
785,1926,троллейбус,ЗИЛ,RK88,2013,13210105237,голубый
786,1716,мотоцикл,Irbis,VZ57,1985,14886811074,синий
787,1341,поезд,Метровагонмаш,VH89,2016,32100718569,зеленый
788,1852,поезд,Рузхиммаш,FY102,1980,5775935489,золотой
789,1737,грузовой автомобиль,Foton,WQ05,2000,4512686217,серебристый
790,1998,легковой автомобиль,Hyundai,NX12,2003,21315635010,синий
791,431,грузовой автомобиль,MAN,ZE105,1990,4459289401,красный
792,1282,гужевой транспорт,Мулы,NULL,NULL,NULL,NULL
793,1517,грузовой автомобиль,Foton,QW29,1990,111047104145,зеленый
794,1722,мотоцикл,Ducati,YP90,1988,6995488158,золотой
795,1273,легковой автомобиль,Porsche,VY64,1983,31108131030,оранжевый
796,1714,поезд,Рузхиммаш,LS102,2005,99452891012,синий
797,44,велосипед,Polisport,HQ55,2014,NULL,розовый
798,598,поезд,Новокузнецкий ВСЗ,PL19,1992,4144708450,белый
799,1739,трамвай,Метровагонмаш,ZE10,2010,102934610007,синий
800,715,грузовой автомобиль,KAMAZ,CU48,1983,3528645701,серебристый
801,1333,трамвай,Метровагонмаш,CV50,2018,9424213575,коричневый
802,608,мотоцикл,BMW,PX86,1992,02770310344,золотой
803,575,гужевой транспорт,Лошади,NULL,NULL,NULL,NULL
804,977,автобус,ГАЗ,EG88,1981,96951810488,голубый
805,378,легковой автомобиль,Ferrari,MY03,1989,68100684974,красный
806,1707,гужевой транспорт,Буйволы,NULL,NULL,NULL,NULL
807,1858,трамвай,Уралтрансмаш,KB04,2005,15223104505,желтый
808,1760,гужевой транспорт,Олени,NULL,NULL,NULL,NULL
809,1962,грузовой автомобиль,MAZ,OB42,1982,49103770388,золотой
810,142,легковой автомобиль,Citroen,TD103,2009,3502775912,черный
811,111,легковой автомобиль,Peugeot,IF710,1998,0298020199,фиолетовый
812,1068,грузовой автомобиль,MAN,UQ01,1999,5323493645,фиолетовый
813,59,трамвай,Уралтрансмаш,QA93,1984,8699156797,оранжевый
814,1919,поезд,Уралтрансмаш,QB58,1987,10724032628,красный
815,979,мотоцикл,Irbis,BM16,1998,4547633217,коричневый
816,320,поезд,Уралтрансмаш,WN68,1994,0113061193,серебристый
817,313,легковой автомобиль,Daewoo,VI510,1986,99999274410,фиолетовый
